,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
373,Guerrero Negro,0,MX,1538260946,50,27.97,-114.04,83.35,9.64
374,Alta Floresta,20,BR,1538260946,94,-9.87,-56.08,76.51,0.92
375,Disa,0,NG,1538260946,79,11.03,13.59,70.12,2.48
376,Spokane,40,US,1538258160,29,47.66,-117.42,64.94,12.75
377,Winnemucca,1,US,1538258160,3,40.97,-117.74,80.06,5.82
378,Bandarbeyla,20,SO,1538260947,99,9.49,50.81,76.87,18.14
379,Ulaanbaatar,20,MN,1538260200,92,47.92,106.92,23.0,6.71
380,Edd,24,ER,1538260948,60,13.93,41.69,66.97,0.69
381,Clyde River,40,CA,1538257740,92,70.47,-68.59,17.6,12.75
382,Vasterhaninge,92,SE,1538259600,81,59.12,18.1,50.0,14.99
383,Luanda,40,AO,1538258400,88,-8.83,13.24,73.4,5.82
384,Hanting,0,CN,1538260949,83,30.92,118.55,69.94,8.19
385,Chupaca,20,PE,1538255940,40,-12.06,-75.29,68.0,17.22
386,Marmande,0,FR,1538260200,87,44.5,0.16,55.4,1.12
387,Port Hardy,75,CA,1538258400,48,50.7,-127.42,64.4,4.94
388,Saint-Francois,0,FR,1538260200,87,46.42,3.91,50.0,2.24
389,Bilecik,20,TR,1538257800,93,40.14,29.98,60.8,2.24
390,Pontianak,20,ID,1538258400,94,-0.02,109.34,77.0,5.39
391,Lorengau,24,PG,1538260951,98,-2.02,147.27,84.34,12.66
392,Wanning,0,AT,1538259600,61,48.64,13.53,46.4,11.41
393,Svay Rieng,92,KH,1538260952,100,11.08,105.8,75.43,3.38
394,Half Moon Bay,75,US,1538258160,61,37.46,-122.43,77.0,12.75
395,Henties Bay,0,NA,1538260952,98,-22.12,14.28,56.26,6.4
396,Nowy Sacz,0,PL,1538260200,86,49.62,20.7,30.2,2.24
397,Banyuwangi,56,ID,1538260953,88,-8.21,114.37,78.04,2.71
398,Kieta,92,PG,1538260953,100,-6.22,155.63,78.67,3.38
399,Shelburne,75,CA,1538258400,50,44.08,-80.2,59.0,9.17
400,Aquidauana,76,BR,1538260954,65,-20.47,-55.78,76.42,4.61
401,Ballina,12,IE,1538260954,100,54.11,-9.15,50.32,9.64
402,Talnakh,92,RU,1538260955,92,69.49,88.39,42.58,20.04
403,Honningsvag,92,NO,1538260955,100,70.98,25.97,39.25,17.58
404,Kudahuvadhoo,76,MV,1538260955,100,2.67,72.89,83.44,17.02
405,Les Cayes,76,HT,1538260956,95,18.19,-73.75,85.24,2.37
406,Provideniya,92,RU,1538260956,88,64.42,-173.23,49.24,28.77
407,Mayor Pablo Lagerenza,0,PY,1538260956,56,-19.93,-60.77,86.68,15.79
408,Kendari,56,ID,1538260956,76,-3.99,122.52,80.2,2.48
409,Hobyo,76,SO,1538260957,91,5.35,48.53,76.51,11.1
410,Tonder,40,DK,1538259600,76,54.93,8.87,55.4,11.41
411,Sinnamary,0,GF,1538260958,96,5.38,-52.96,82.0,13.44
412,Nara,75,JP,1538258400,68,34.68,135.8,71.6,16.11
413,Coihueco,90,CL,1538258400,82,-36.63,-71.83,55.4,12.75
414,San Andres Sajcabaja,64,GT,1538260959,58,15.18,-90.94,65.44,2.59
415,Padang,100,ID,1538260959,100,-0.92,100.36,76.06,1.36
416,Barranca,48,PE,1538260960,100,-10.75,-77.76,61.57,10.09
417,Sattahip,20,TH,1538260200,88,12.67,100.9,75.2,2.24
418,Juneau,1,US,1538258160,6,58.3,-134.42,62.96,17.22
419,Oudtshoorn,0,ZA,1538258400,87,-33.59,22.2,50.0,4.7
420,Sola,75,NO,1538259600,81,58.89,5.65,53.6,18.34
421,Porangatu,0,BR,1538260961,49,-13.44,-49.14,82.54,7.74
422,Tirlyanskiy,0,RU,1538260961,91,54.22,58.58,45.64,7.63
423,Alice Springs,0,AU,1538258400,33,-23.7,133.88,62.6,16.11
424,Ponta do Sol,76,BR,1538260962,71,-20.63,-46.0,72.37,6.4
425,Ati,0,TD,1538260962,70,13.21,18.34,76.42,4.38
426,Dwarka,0,IN,1538260200,83,28.58,77.04,78.8,6.93
427,Fortuna,0,ES,1538260200,82,38.18,-1.13,66.2,2.15
428,Grand Junction,1,US,1538259300,2,39.06,-108.55,88.52,5.82
429,Cockburn Town,80,TC,1538260963,97,21.46,-71.14,83.71,17.81
430,Union,75,US,1538259300,52,47.36,-123.1,69.08,8.05
431,Concepcion del Oro,76,MX,1538260964,45,24.63,-101.42,69.31,3.6
432,Monze,68,ZM,1538260965,38,-16.28,27.48,77.14,15.12
433,Tomatlan,48,MX,1538260965,85,19.93,-105.25,80.2,2.59
434,Point Pleasant,20,US,1538259300,59,40.08,-74.07,73.04,3.36
435,Dover,1,US,1538258160,52,39.16,-75.52,75.92,4.7
436,Airai,0,TL,1538260966,59,-8.93,125.41,75.88,2.59
437,Nadym,76,RU,1538260966,92,65.53,72.51,40.42,8.08
438,Boyolangu,0,ID,1538260967,81,-8.09,111.9,73.09,4.72
439,Manzanillo,44,CU,1538260967,98,20.34,-77.12,86.32,6.73
440,Pacific Grove,1,US,1538258100,47,36.62,-121.92,71.6,16.11
441,Teknaf,0,BD,1538260968,97,20.86,92.31,76.6,2.04
442,Gizo,0,IL,1538259600,69,31.8,34.94,75.2,3.36
443,Xiaoweizhai,24,CN,1538260968,88,26.23,107.51,56.35,2.59
444,Yakima,1,US,1538257980,23,46.6,-120.51,73.94,16.11
445,Margate,20,AU,1538260200,47,-43.03,147.26,57.2,17.22
446,Tecoanapa,40,MX,1538257620,74,16.99,-99.26,86.0,6.93
447,Hearst,36,CA,1538260969,70,49.69,-83.67,35.92,4.72
448,Morros,0,BR,1538258400,78,-2.87,-44.04,80.6,16.11
449,Herat,0,AF,1538260970,62,34.35,62.22,44.2,3.71
450,Bilma,0,NE,1538260970,24,18.69,12.92,78.67,4.72
451,Ukiah,90,US,1538259060,86,39.15,-123.21,62.06,5.82
452,Mayo,20,CA,1538258400,35,63.59,-135.9,42.8,2.93
453,Grenada,20,US,1538257980,64,33.77,-89.81,78.08,4.7
454,Kysyl-Syr,24,RU,1538260972,100,63.9,122.77,37.9,4.38
455,Standerton,0,ZA,1538260972,82,-26.94,29.24,48.07,8.97
456,Bosobolo,88,CD,1538260972,98,4.19,19.88,69.85,0.69
457,Coihaique,75,CL,1538258400,86,-45.58,-72.07,33.8,3.36
458,Hope,90,CA,1538258400,45,49.38,-121.43,62.6,8.05
459,Svetlaya,0,RU,1538260973,92,46.54,138.33,59.32,5.06
460,Amahai,80,ID,1538260974,100,-3.31,129.0,80.38,15.57
461,Tobol,32,SE,1538259600,76,59.83,12.54,48.2,12.75
462,Baghdad,0,IQ,1538258400,38,33.3,44.38,73.4,1.12
463,Merritt Island,20,US,1538258160,69,28.54,-80.67,89.6,9.17
464,Eurajoki,88,FI,1538259600,81,61.2,21.73,50.0,13.87
465,Staryy Nadym,76,RU,1538260975,92,65.61,72.68,40.42,8.08
466,Flinders,0,AU,1538260975,56,-34.58,150.85,57.88,3.94
467,Eureka,90,US,1538258100,78,40.8,-124.16,64.94,4.7
468,Batagay-Alyta,64,RU,1538260976,73,67.8,130.41,20.08,2.71
469,Zinder,0,NE,1538260977,77,13.81,8.99,74.89,2.71
470,Kedrovyy,0,RU,1538258400,93,56.17,91.82,37.4,2.24
471,Beaverlodge,75,CA,1538258400,44,55.21,-119.43,39.2,9.17
472,Namatanai,0,PG,1538260977,94,-3.66,152.44,84.25,9.64
473,Teya,40,MX,1538257680,59,21.05,-89.07,89.6,9.17
474,Dunedin,88,NZ,1538260873,100,-45.87,170.5,46.45,3.71
475,Callaway,90,US,1538259300,80,46.98,-95.91,42.8,8.05
476,General Pico,0,AR,1538260979,82,-35.66,-63.75,51.04,3.71
477,Ipira,0,BR,1538260979,75,-27.41,-51.77,70.84,9.42
478,Benguela,0,AO,1538260979,100,-12.58,13.4,69.31,3.38
479,Immokalee,1,US,1538257980,61,26.42,-81.42,91.04,12.75
480,Myitkyina,64,MM,1538260980,95,25.38,97.4,74.35,2.37
481,Mackay,75,CA,1538258400,44,53.65,-115.58,37.4,10.29
482,Komsomolskiy,92,RU,1538260981,99,67.55,63.78,35.92,18.59
483,Fernie,75,CA,1538258400,44,49.5,-115.06,50.0,5.82
484,Fairbanks,1,US,1538258280,7,64.84,-147.72,60.8,9.17
485,Zhezkazgan,0,KZ,1538260982,74,47.8,67.71,35.65,3.15
486,Saint Anthony,1,US,1538258160,3,43.97,-111.68,75.92,3.15
487,Pizarro,92,CO,1538260982,100,4.95,-77.37,76.87,1.03
488,Oytal,0,KZ,1538260983,78,42.91,73.27,47.17,1.36
489,Rio Grande City,1,US,1538259300,59,26.38,-98.82,87.08,8.05
490,College,1,US,1538258280,7,64.86,-147.8,60.8,9.17
491,Baglung,12,NP,1538260984,77,28.27,83.59,54.64,2.37
492,Alofi,24,NU,1538258400,65,-19.06,-169.92,78.8,13.87
493,Hualmay,8,PE,1538260984,84,-11.1,-77.61,61.84,4.72
494,Safford,1,US,1538257860,17,32.83,-109.71,93.92,4.7
495,Alexandria,75,US,1538259300,74,31.31,-92.44,78.98,6.93
496,Buta,32,CD,1538260985,98,2.79,24.73,71.92,2.15
497,Zhengjiatun,32,CN,1538260985,100,43.51,123.51,40.87,3.94
498,Medea,0,DZ,1538258400,82,36.27,2.77,60.8,3.36
499,Rio Branco,40,BR,1538258400,78,-9.98,-67.82,77.0,6.93
500,Reitz,0,ZA,1538260986,70,-27.8,28.43,52.84,12.77
501,Khromtau,44,KZ,1538260987,90,50.26,58.44,48.25,9.08
502,Hamilton,20,BM,1538258100,83,32.3,-64.78,80.6,12.75
503,Dolores,0,AR,1538260988,94,-36.31,-57.68,54.82,4.16
504,La Romana,75,DO,1538258400,88,18.43,-68.97,82.4,9.17
505,Atambua,0,ID,1538260988,92,-9.11,124.89,79.75,6.73
506,Caravelas,12,BR,1538260989,100,-17.73,-39.27,77.14,7.18
507,Baraya,24,NE,1538260989,83,13.54,6.96,73.54,3.04
508,Talcahuano,90,CL,1538258400,81,-36.72,-73.12,51.8,11.41
509,Daloa,12,CI,1538260990,95,6.88,-6.45,70.93,2.71
510,Clearlake,90,US,1538259060,86,38.96,-122.63,62.06,5.82
511,Mao,40,DO,1538258400,94,19.55,-71.08,82.4,5.82
512,Sitka,0,US,1538260991,54,37.17,-99.65,77.32,16.58
513,Qinnan,0,CN,1538260991,79,33.25,119.91,67.15,10.65
514,Kjollefjord,92,NO,1538260992,96,70.95,27.35,36.64,15.01
515,Hunterville,0,ZA,1538260992,78,-26.77,27.93,58.42,16.58
516,Hovd,75,NO,1538257800,81,63.83,10.7,46.4,14.99
517,Tolaga Bay,0,NZ,1538260993,70,-38.37,178.3,60.4,4.61
518,Salmas,0,IR,1538258400,46,38.2,44.77,53.6,2.24
519,Kota Belud,75,MY,1538260200,83,6.35,116.43,78.8,4.7
520,San Andres,44,PH,1538260994,100,13.32,122.68,82.54,7.74
521,Mouila,92,GA,1538260994,98,-1.86,11.06,72.55,2.48
522,Coahuayana,20,MX,1538260995,54,18.62,-100.35,80.65,2.04
523,Ulagan,0,RU,1538260995,79,50.63,87.96,21.52,2.93
524,Jamsa,90,FI,1538259600,93,61.86,25.19,41.0,10.29
525,Bijar,0,IR,1538260996,71,35.87,47.6,42.58,3.71
526,Kortkeros,90,RU,1538258400,93,61.81,51.56,41.0,6.71
527,Rio Gallegos,75,AR,1538258400,45,-51.62,-69.22,42.8,8.05
528,Port Moresby,20,PG,1538258400,69,-9.47,147.16,78.8,15.23
529,Katakwi,64,UG,1538260997,94,1.91,33.96,63.73,4.05
530,Keuruu,90,FI,1538259600,93,62.26,24.71,41.0,10.29
531,Williams Lake,40,CA,1538258400,29,52.13,-122.14,51.8,4.7
532,Kroya,0,ID,1538260998,74,-6.5,108.06,72.19,3.94
533,Thinadhoo,100,MV,1538260998,100,0.53,72.93,82.54,15.68
534,Marrakesh,40,MA,1538258400,68,31.63,-7.99,71.6,4.7
535,Senador Pompeu,8,BR,1538260999,48,-5.58,-39.37,75.16,5.17
536,La Sarre,36,CA,1538260999,91,48.8,-79.2,40.69,9.98
537,Cayenne,0,GF,1538258400,78,4.94,-52.33,82.4,5.82
538,Bin Qirdan,0,TN,1538261000,86,33.14,11.22,59.86,3.15
539,Palu,44,ID,1538261000,91,-0.9,119.87,70.12,1.7
540,Stavelot,0,BE,1538259900,70,50.39,5.93,48.2,5.82
541,Mineiros,64,BR,1538260841,82,-17.57,-52.55,70.75,3.15
542,Volksrust,0,ZA,1538261001,96,-27.36,29.88,42.22,2.15
543,Homer,1,US,1538257980,71,59.64,-151.54,57.92,3.36
544,Nome,90,US,1538259300,89,30.04,-94.42,77.0,3.36
545,Butembo,64,CD,1538261003,96,0.12,29.29,59.77,2.04
546,Bonham,90,US,1538259300,83,33.58,-96.18,78.8,4.7
547,Jingdezhen,12,CN,1538261003,87,29.29,117.2,68.23,3.94
548,Palmer,1,US,1538258160,71,61.6,-149.11,60.08,4.7
549,Vallenar,64,CL,1538260985,77,-28.58,-70.76,56.71,1.48
